NP_012935.3		Q02208	TOF2_YEAST	reviewed	Topoisomerase 1-associated factor 2	TOF2 YKR010C YK109	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	771
NP_012936.1		Q02209	YKZ1_YEAST	reviewed	Uncharacterized protein YKR011C	YKR011C YK110	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	353
NP_012938.3		P36110	PRY2_YEAST	reviewed	Protein PRY2 (Pathogenesis-related protein 2)	PRY2 YKR013W YK111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	329
NP_012939.1		P36018	YPT52_YEAST	reviewed	GTP-binding protein YPT52	YPT52 YKR014C YK112	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	234
NP_012941.1		P36112	MIC60_YEAST	reviewed	MICOS complex subunit MIC60 (Altered inheritance of mitochondria protein 28) (Formation of crista junctions protein 1) (Found in mitochondrial proteome protein 13) (Mitofilin)	MIC60 AIM28 FCJ1 FMP13 YKR016W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	540
NP_012942.3		P36113	HEL1_YEAST	reviewed	E3 ubiquitin-protein ligase HEL2 (EC 6.3.2.-) (Histone E3 ligase 2)	HEL1 YKR017C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	551
NP_012943.1		P36114	YKR18_YEAST	reviewed	Mitochondrial outer membrane protein YKR018C	YKR018C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	725
NP_012944.3		P36115	IRS4_YEAST	reviewed	Increased rDNA silencing protein 4	IRS4 YKR019C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	615
NP_012945.1		P36116	VPS51_YEAST	reviewed	Vacuolar protein sorting-associated protein 51 (Apical bud growth protein 3)	VPS51 API3 VPS67 WHI6 YKR020W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	164
NP_012948.3		P36119	YK03_YEAST	reviewed	Uncharacterized protein YKR023W	YKR023W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	530
NP_012949.1		P36120	DBP7_YEAST	reviewed	ATP-dependent RNA helicase DBP7 (EC 3.6.4.13) (DEAD box protein 7)	DBP7 YKR024C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	742
NP_012950.3		P36121	RPC5_YEAST	reviewed	DNA-directed RNA polymerase III subunit RPC5 (RNA polymerase III subunit C5) (DNA-directed RNA polymerase III 37 kDa polypeptide) (RNA polymerase III subunit C37)	RPC37 YKR025W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	282
NP_012951.1		P14741	EI2BA_YEAST	reviewed	Translation initiation factor eIF-2B subunit alpha (GCD complex subunit GCN3) (Guanine nucleotide exchange factor subunit GCN3) (Transcriptional activator GCN3) (eIF-2B GDP-GTP exchange factor subunit alpha)	GCN3 AAS2 TIF221 YKR026C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	305
NP_012952.3		P36122	BCH2_YEAST	reviewed	Protein BCH2 (BUD7 and CHS6 homolog 2)	BCH2 FMP50 YKR027W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	765
NP_012953.2		P36123	SA190_YEAST	reviewed	SIT4-associating protein SAP190	SAP190 YKR028W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1033
NP_012954.3		P36124	SET3_YEAST	reviewed	SET domain-containing protein 3	SET3 YKR029C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	751
NP_012955.1		P36125	GMH1_YEAST	reviewed	Protein GMH1 (GEA1-6 membrane-associated high-copy suppressor protein 1)	GMH1 MSG1 YKR030W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	273
NP_012956.3		P36126	SPO14_YEAST	reviewed	Phospholipase D1 (PLD 1) (EC 3.1.4.4) (Choline phosphatase 1) (Meiosis-specific sporulation-specific protein 14) (Phosphatidylcholine-hydrolyzing phospholipase D1)	SPO14 PLD1 YKR031C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1683
NP_012959.1		P26343	DAL80_YEAST	reviewed	Nitrogen regulatory protein DAL80 (Regulatory protein UGA43)	DAL80 UGA43 YKR034W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	269
NP_012961.3		P69771	DID2_YEAST	reviewed	Vacuolar protein-sorting-associated protein 46 (Charged multivesicular body protein 1) (DOA4-independent degradation protein 2) (Fifty two inhibitor 1)	DID2 CHM1 FTI1 VPS46 YKR035W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	204
NP_012963.3		P36131	SPC34_YEAST	reviewed	DASH complex subunit SPC34 (34 kDa spindle pole component protein) (Outer kinetochore protein SPC34)	SPC34 YKR037C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	295
NP_012964.2		P36132	KAE1_YEAST	reviewed	tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (Kinase-associated endopeptidase 1) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein KAE1) (tRNA threonylcarbamoyladenosine biosynthesis protein KAE1)	KAE1 YKR038C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	386
NP_012965.3		P19145	GAP1_YEAST	reviewed	General amino-acid permease GAP1	GAP1 YKR039W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	602
NP_012967.1		P36134	YK21_YEAST	reviewed	Uncharacterized protein YKR041W	YKR041W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	250
NP_012968.4		P36135	UTH1_YEAST	reviewed	Probable secreted beta-glucosidase UTH1 (EC 3.2.1.-) (Youth protein 1)	UTH1 YKR042W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	365
NP_012969.1		P36136	SHB17_YEAST	reviewed	Sedoheptulose 1,7-bisphosphatase (EC 3.1.3.37)	SHB17 YKR043C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	271
NP_012970.3		P36137	UIP5_YEAST	reviewed	Protein UIP5 (ULP1-interacting protein 5)	UIP5 YKR044W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	443
NP_012971.2		P36138	YK25_YEAST	reviewed	Uncharacterized protein YKR045C	YKR045C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	183
NP_012972.3		P36139	PET10_YEAST	reviewed	Protein PET10 (Petite colonies protein 10)	PET10 YKR046C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	283
NP_012974.1		P25293	NAP1_YEAST	reviewed	Nucleosome assembly protein	NAP1 YKR048C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	417
NP_012975.3		P36141	FMP46_YEAST	reviewed	Putative redox protein FMP46, mitochondrial (EC 1.-.-.-) (Found in mitochondrial proteome protein 46)	FMP46 YKR049C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	133
NP_012976.1		P28584	TRK2_YEAST	reviewed	Low-affinity potassium transport protein	TRK2 RPD2 YKR050W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	889
NP_012977.3		P36142	TM184_YEAST	reviewed	Transmembrane protein 184 homolog YKR051W	YKR051W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	418
NP_012978.1		P23500	MRS4_YEAST	reviewed	Mitochondrial RNA-splicing protein MRS4	MRS4 YKR052C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	304
NP_012979.3		P23501	DS1P2_YEAST	reviewed	Dihydrosphingosine 1-phosphate phosphatase YSR3 (EC 3.1.3.-) (Long-chain base protein 2) (Sphingolipid resistance protein 3)	YSR3 LBP2 YKR053C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	404
NP_012980.1		P36022	DYHC_YEAST	reviewed	Dynein heavy chain, cytoplasmic (Dynein heavy chain, cytosolic) (DYHC)	DYN1 DHC1 YKR054C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	4092
NP_012981.3		Q00246	RHO4_YEAST	reviewed	GTP-binding protein RHO4	RHO4 YKR055W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	291
NP_012982.2		P33753	TRM2_YEAST	reviewed	tRNA (uracil(54)-C(5))-methyltransferase (EC 2.1.1.35) (Transfer RNA methyltransferase 2) (tRNA(m5U54)-methyltransferase)	TRM2 NUC2 NUD1 RNC1 YKR056W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	639
NP_012983.3		P0C0V8	RS21A_YEAST	reviewed	40S ribosomal protein S21-A (S26) (YS25)	RPS21A RPS25 RPS25A RPS26A YKR057W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	87
NP_012984.2		P36143	GLG1_YEAST	reviewed	Glycogenin-1 (EC 2.4.1.186) (Glycogen synthesis initiator protein 1) (Glycogenin glucosyltransferase 1)	GLG1 YKR058W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	616
NP_012985.3		P10081	IF4A_YEAST	reviewed	ATP-dependent RNA helicase eIF4A (EC 3.6.4.13) (Eukaryotic initiation factor 4A) (eIF-4A) (Stimulator factor I 37 kDa component) (Translation initiation factor 1/2) (p37)	TIF1 TIF41A YKR059W; TIF2 TIF41B YJL138C J0660	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	395
NP_012986.1		P36144	RL1D1_YEAST	reviewed	Ribosome biogenesis protein UTP30 (U3 snoRNP-associated protein UTP30)	UTP30 YKR060W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	274
NP_012987.3		P33550	KTR2_YEAST	reviewed	Probable mannosyltransferase KTR2 (EC 2.4.1.-)	KTR2 YKR061W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	425
NP_012988.1		P36145	T2EB_YEAST	reviewed	Transcription initiation factor IIE subunit beta (TFIIE-beta) (Factor A 43 kDa subunit) (Transcription factor A small subunit)	TFA2 YKR062W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	328
NP_012989.3		P36146	LAS1_YEAST	reviewed	Protein LAS1	LAS1 YKR063C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	502
NP_012990.1		P36023	OAF3_YEAST	reviewed	Oleate activated transcription factor 3	OAF3 YKR064W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	863
NP_012991.3		P36147	PAM17_YEAST	reviewed	Presequence translocated-associated motor subunit PAM17, mitochondrial	PAM17 FMP18 YKR065C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	197
NP_012992.1		P00431	CCPR_YEAST	reviewed	Cytochrome c peroxidase, mitochondrial (CCP) (EC 1.11.1.5)	CCP1 CCP CPO YKR066C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	361
NP_012993.3		P36148	GPT2_YEAST	reviewed	Glycerol-3-phosphate O-acyltransferase 2 (G-3-P acyltransferase 2) (EC 2.3.1.15) (Dihydroxyacetone phosphate acyltransferase 2) (DHAP-AT 2) (EC 2.3.1.42) (Glycerol-3-phosphate / dihydroxyacetone phosphate acyltransferase 2)	GPT2 GAT1 YKR067W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	743
NP_012994.1		P36149	BET3_YEAST	reviewed	Trafficking protein particle complex subunit BET3 (TRAPP subunit BET3) (Transport protein particle 22 kDa subunit)	BET3 YKR068C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	193
NP_012995.3		P36150	SUMT_YEAST	reviewed	Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM)	MET1 MET20 YKR069W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	593
NP_012996.1		P36151	YK50_YEAST	reviewed	Uncharacterized protein YKR070W	YKR070W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	352
NP_012997.3		P36152	DRE2_YEAST	reviewed	Fe-S cluster assembly protein DRE2 (Anamorsin homolog)	DRE2 YKR071C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	348
NP_012998.1		P36024	SIS2_YEAST	reviewed	Phosphopantothenoylcysteine decarboxylase subunit SIS2 (Halotolerance protein HAL3) (Sit4 suppressor 2)	SIS2 HAL3 YKR072C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	562
NP_013000.3		P36154	AIM29_YEAST	reviewed	Altered inheritance rate of mitochondria protein 29	AIM29 YKR074W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	155
NP_013001.1		P36155	YK55_YEAST	reviewed	Uncharacterized protein YKR075C	YKR075C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	307
NP_013002.3		P36156	GTO2_YEAST	reviewed	Glutathione S-transferase omega-like 2 (EC 2.5.1.18) (Extracellular mutant protein 4) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1)	ECM4 GTO2 YKR076W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	370
NP_013005.1		P36159	RNZ_YEAST	reviewed	Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z)	TRZ1 YKR079C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	838
NP_013006.3		Q02046	MTD1_YEAST	reviewed	Methylenetetrahydrofolate dehydrogenase [NAD(+)] (EC 1.5.1.15)	MTD1 YKR080W YKR400	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	320
NP_013007.1		P36160	RPF2_YEAST	reviewed	Ribosome biogenesis protein RPF2	RPF2 YKR081C YKR401	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	344
NP_013008.3		P36161	NU133_YEAST	reviewed	Nucleoporin NUP133 (Nuclear pore protein NUP133)	NUP133 RAT3 YKR082W YKR402	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1157
NP_013009.1		P36162	DAD2_YEAST	reviewed	DASH complex subunit DAD2 (DUO1 and DAM1-interacting protein 2) (Helper of ASK1 protein 1) (Outer kinetochore protein DAD2)	DAD2 HSK1 YKR083C YKR403	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	133
NP_013010.3		P32769	HBS1_YEAST	reviewed	Elongation factor 1 alpha-like protein	HBS1 YKR084C YKR404	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	611
NP_013011.1		P22354	RM20_YEAST	reviewed	54S ribosomal protein L20, mitochondrial (YmL20)	MRPL20 YKR085C YKR405	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	195
NP_013012.3		P15938	PRP16_YEAST	reviewed	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 (EC 3.6.4.13)	PRP16 YKR086W YKR406	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1071
NP_013013.2		P36163	OMA1_YEAST	reviewed	Mitochondrial metalloendopeptidase OMA1 (EC 3.4.24.-)	OMA1 YKR087C YKR407	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	345
NP_013014.3		P36164	TVP38_YEAST	reviewed	Golgi apparatus membrane protein TVP38 (TLG2-vesicle protein of 38 kDa)	TVP38 YKR088C YKR408	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	337
NP_013015.1		P36165	TGL4_YEAST	reviewed	Lipase 4 (EC 3.1.1.3) (Triacylglycerol lipase 4)	TGL4 STC1 YKR089C YKR409	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	910
NP_013016.4		P36166	PXL1_YEAST	reviewed	Paxillin-like protein 1	PXL1 YKR090W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	706
NP_013017.2		P36167	SRL3_YEAST	reviewed	Protein SRL3 (RAD53 lethality suppressor protein 3)	SRL3 YKR091W YKR411	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	246
NP_013018.3		P32583	SRP40_YEAST	reviewed	Suppressor protein SRP40	SRP40 YKR092C YKR412A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	406
NP_013019.1		P32901	PTR2_YEAST	reviewed	Peptide transporter PTR2 (Peptide permease PTR2)	PTR2 YKR093W YKR413	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	601
NP_013020.3		P0CH08	RL401_YEAST	reviewed	Ubiquitin-60S ribosomal protein L40 [Cleaved into: Ubiquitin; 60S ribosomal protein L40 (CEP52)]	RPL40A UBI1 YIL148W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	128
NP_013020.3		P0CH09	RL402_YEAST	reviewed	Ubiquitin-60S ribosomal protein L40 [Cleaved into: Ubiquitin; 60S ribosomal protein L40 (CEP52)]	RPL40B UBI2 YKR094C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	128
NP_013021.1		Q02455	MLP1_YEAST	reviewed	Protein MLP1 (Myosin-like protein 1)	MLP1 YKR095W YKR415	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1875
NP_013022.1		P36168	ESL2_YEAST	reviewed	EST/SMG-like protein 1	ESL2 YKR096W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1195
NP_013023.3		P10963	PCKA_YEAST	reviewed	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	PCK1 PEPC PPC1 YKR097W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	549
NP_013024.1		P36026	UBP11_YEAST	reviewed	Ubiquitin carboxyl-terminal hydrolase 11 (EC 3.4.19.12) (Deubiquitinating enzyme 11) (Ubiquitin thioesterase 11) (Ubiquitin-specific-processing protease 11)	UBP11 YKR098C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	717
NP_013025.3		P22035	BAS1_YEAST	reviewed	Myb-like DNA-binding protein BAS1	BAS1 YKR099W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	811
NP_013026.2		P36169	SKG1_YEAST	reviewed	Suppressor of lethality of KEX2 GAS1 double null mutant protein 1	SKG1 YKR100C YKR099C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	355
NP_013028.1		P36170	FLO10_YEAST	reviewed	Flocculation protein FLO10 (Flocculin-10)	FLO10 YKR102W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1169
NP_013030.1		P0CE69	YK104_YEAST	reviewed	Putative uncharacterized protein YKR104W	YKR104W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	306
NP_013031.3		P36172	VBA5_YEAST	reviewed	Vacuolar basic amino acid transporter 5	VBA5 YKR105C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	582
NP_013037.1		Q12226	AYT1_YEAST	reviewed	Trichothecene 3-O-acetyltransferase (EC 2.3.1.-)	AYT1 YLL063C L0549	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	474
NP_013038.1		Q12525	MHT1_YEAST	reviewed	Homocysteine S-methyltransferase 1 (EC 2.1.1.10) (S-methylmethionine:homocysteine methyltransferase 1) (SMM:Hcy S-methyltransferase 1)	MHT1 YLL062C L0552	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	324
NP_013042.1		Q12198	METW_YEAST	reviewed	Putative cystathionine gamma-synthase YLL058W (EC 2.5.1.48) (O-succinylhomoserine (thiol)-lyase)	YLL058W L0569	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	575
NP_013043.1		Q12358	JLP1_YEAST	reviewed	Alpha-ketoglutarate-dependent sulfonate dioxygenase (EC 1.14.11.-)	JLP1 YLL057C L0572	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	412
NP_013044.1		Q12177	YL056_YEAST	reviewed	Uncharacterized protein YLL056C	YLL056C L0575	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	298
NP_013045.1		Q12235	YCT1_YEAST	reviewed	High affinity cysteine transporter	YCT1 YLL055W L0578	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	531
NP_013046.2		Q12244	YL054_YEAST	reviewed	Uncharacterized transcriptional regulatory protein YLL054C	YLL054C L0584	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	843
NP_013049.1		Q12473	FRE6_YEAST	reviewed	Ferric reductase transmembrane component 6 (EC 1.16.1.9) (Ferric-chelate reductase 6)	FRE6 YLL051C L0593	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	712
NP_013050.1		Q03048	COFI_YEAST	reviewed	Cofilin (Actin-depolymerizing factor 1)	COF1 YLL050C L0596	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	143
NP_013052.1		P32386	YBT1_YEAST	reviewed	ATP-dependent bile acid permease	YBT1 BAT1 YLL048C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1661
NP_013055.1		P29453	RL8B_YEAST	reviewed	60S ribosomal protein L8-B (L4) (L4-1) (RP6) (YL5)	RPL8B KRB1 RPL4B YLL045C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	256
NP_013057.1		P23900	FPS1_YEAST	reviewed	Glycerol uptake/efflux facilitator protein	FPS1 YLL043W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	669
NP_013058.1		Q07879	ATG10_YEAST	reviewed	Ubiquitin-like-conjugating enzyme ATG10 (EC 6.3.2.-) (Autophagy-related protein 10)	ATG10 APG10 YLL042C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	167
NP_013059.1		P21801	SDHB_YEAST	reviewed	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip)	SDH2 SDH SDHB YLL041C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	266
NP_013060.1		Q07878	VPS13_YEAST	reviewed	Vacuolar protein sorting-associated protein 13 (Suppression of the onset of impotence protein 1) (Vacuolar protein-targeting protein 2)	VPS13 SOI1 VPT2 YLL040C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	3144
NP_013061.1		P0CG63	UBI4P_YEAST	reviewed	Polyubiquitin [Cleaved into: Ubiquitin]	UBI4 SCD2 YLL039C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	381
NP_013062.1		Q07872	ENT4_YEAST	reviewed	Epsin-4	ENT4 YLL038C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	247
NP_013064.1		P32523	PRP19_YEAST	reviewed	Pre-mRNA-processing factor 19 (EC 6.3.2.-)	PRP19 PSO4 YLL036C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	503
NP_013065.1		Q07845	GRC3_YEAST	reviewed	Polynucleotide 5'-hydroxyl-kinase GRC3 (EC 2.7.1.-) (Protein GRC3)	GRC3 YLL035W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	632
NP_013066.1		Q07844	RIX7_YEAST	reviewed	Ribosome biogenesis ATPase RIX7	RIX7 YLL034C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	837
NP_013067.1		Q07843	IRC19_YEAST	reviewed	Increased recombination centers protein 19 (Respiratory growth protein 4)	IRC19 RRG4 YLL033W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	230
NP_013068.1		Q07834	YL032_YEAST	reviewed	KH domain-containing protein YLL032C	YLL032C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	825
NP_013069.1		Q07830	GPI13_YEAST	reviewed	GPI ethanolamine phosphate transferase 3 (EC 2.-.-.-) (Glycosylphosphatidylinositol-anchor biosynthesis protein 13)	GPI13 MPC1 YLL031C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1017
NP_013071.1		Q07825	FRA1_YEAST	reviewed	Putative Xaa-Pro aminopeptidase FRA1 (EC 3.4.11.9) (Fe repressor of activation 1)	FRA1 YLL029W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	749
NP_013072.1		Q07824	TPO1_YEAST	reviewed	Polyamine transporter 1	TPO1 YLL028W L0939	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	586
NP_013073.1		Q07821	ISA1_YEAST	reviewed	Iron-sulfur assembly protein 1	ISA1 YLL027W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	250
NP_013074.1		P31539	HS104_YEAST	reviewed	Heat shock protein 104 (Protein aggregation-remodeling factor HSP104)	HSP104 YLL026W L0948	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	908
NP_013076.1		P10592	HSP72_YEAST	reviewed	Heat shock protein SSA2	SSA2 YLL024C L0931	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	639
NP_013077.1		Q12164	POM33_YEAST	reviewed	Pore membrane protein of 33 kDa	POM33 YLL023C L1201	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	279
NP_013078.1		Q12373	HIF1_YEAST	reviewed	HAT1-interacting factor 1	HIF1 YLL022C L1205	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	385
NP_013079.1		P23201	SPA2_YEAST	reviewed	Protein SPA2	SPA2 PEA1 YLL021W L1209	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1466
NP_013081.1		P32350	KNS1_YEAST	reviewed	Dual specificity protein kinase KNS1 (EC 2.7.12.1)	KNS1 YLL019C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	737
NP_013082.1		Q3E731	COX19_YEAST	reviewed	Cytochrome c oxidase assembly protein COX19	COX19 YLL018C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	98
NP_013083.1		P04802	SYDC_YEAST	reviewed	Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)	DPS1 APS APS1 YLL018C L1295	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	557
NP_013086.1		P14772	BPT1_YEAST	reviewed	Bile pigment transporter 1	BPT1 YLL015W L1313	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1559
NP_013087.1		Q12431	EMC6_YEAST	reviewed	ER membrane protein complex subunit 6	EMC6 YLL014W L1321	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	108
